Person Id,Computer Skills,Additional Skills,Skillset,Work Experience,Work Designation,Education,Education Specialization,VRF ID,Seva Dept,Job Description,Skills/Keyword,Seva Allocation Accurate or not,Not understood/little confusion/some doubt,Comment
421169,"Ms Excel, Ms word, Ms PowerPoint, Adobe illustrator, Python",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Datasee.Ai,GIS Analyst,Bachelor of Science (B.Sc),Physics,Research & Technical team - Researcher - 2442,Save Soil / Research & Technical team,"# Has excellent research, analytical, writing & presentation skills.
# Possesses a strong understanding of ecological principles and environmental challenges.
# Demonstrates a keen interest in nature-based solutions and their potential to address sustainability issues.
# Supporting project development: Assisting senior consultants with research, data analysis, feasibility studies, and stakeholder engagement for global Save Soil projects.
# Contributing to technical reports, proposals and presentations
# Engaging with clients and stakeholders: Participating in meetings, workshops, and site visits to gather information, understand needs, and build relationships.
# Staying up-to-date on the latest advancements in global soil health: Actively learning about context-specific NBS technologies, methodologies, and best practices.
# Contributing to internal knowledge sharing: Assisting with the development of internal resources and training materials related to Nature-based solutions",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,,
306837,basic video editing and know how to use basic softwares,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Bachelor of Arts (B.A.),media and communication,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,1,,Media communication background.
391409,Basic computer skills,,Soft Skills / Articulate in communication,,,Bachelor of Science (B.Sc),Primary degree,Bangalore Temple - SSB - 2180,Bangalore Temple,#N/A,#N/A,1,,
420964,"MS Excel, MS Word, PowerPoint presentation,  outlook",,Engineering / Mechanial Engineer,Crompton Greaves Consumer Electricals Limited,Associate manager,Bachelor of Engineering (B.E.),,Electrical - Project Manager - 2310,Electrical,"1. Overseeing the planning, execution, and completion of electrical projects.
2. Managing project budgets, timelines, and resources effectively.
3. Coordinating with internal teams, clients, and subcontractors to ensure successful project delivery.",Engineering / Electrical Engineer,1,,
420739,I can operate windows systems,,Soft Skills / Enthusiastic,Firstsource,Fraud specialist,,,Farmer Producer Organisation (FPO) - Agri Marketing - 2488,Farmer Producer Organisation (FPO),"Explore crop wise market, value added products 
Establish market linkages. Business Plan preparation and daily tracking the plan vs actual. ",Corporate / Marketing & Branding Manager,1,1,Skill sets do not mention Corporate or managing experience.
420688,Frontend developer.,,Engineering / Electrical Engineer,Brand My Style,Frontend developer,Bachelor of Engineering (B.E.),Electronics and communications,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
350966,"Basic computer, advance excel, tally gst, Microsoft excel, Microsoft Word....",She knows advanced excel and gst as well. ,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Bachelor of Arts (B.A.),Sociology,Ashram Administration - Administrative Activities (Back Office) -  2840,Ashram Administration,"Incident Management System Support ( IMS)
Back end. Taking meeting minutes, arranging meetings, follow up with the stakeholders, escalate issues to panel, regular monitoring of the implementation of the said process",Office Assistant / Admin Assistant,1,,
420612,Yes,,Soft Skills / Enthusiastic,,,Bachelor of Science (B.Sc),No,Dhyanalinga - Guiding Visitors - 2370,Dhyanalinga," guiding vechile's in parking, giving ticket, maintaining sanity of place from malaivasal to adiyogi",Soft Skills / Articulate in communication,1,,
344635,"Can use Excel, normal usage, data entry etc",,Soft Skills / Articulate in communication,Private tutoring,English Teacher,Bachelor of Arts (B.A.),English Literature,Isha Vidhya - English Teacher - 2568,Isha Vidhya,"Support in teaching class 2-5 children in English, especially for those who need additional support",Basic Computer Skills / Basic Computer (MS Office and Email) Skills,1,,
420487,Yes,,General / Lawyer,,,Bachelor of Law (B.L. / LLB),,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
310333,Digital marketing webdevelopment ms excel,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,,,Dhyanalinga - Guiding Visitors - 2368,Dhyanalinga,"Guide people, checking the tokens, asking about their health if they can take dip or not , giving instructions about how to take dip in chandrakund and taking care of the ambience of chandrakund .",Soft Skills / Enthusiastic,1,,
351997,"Can use spreadsheets, typing speed medium, very basic python programming",M.A Linguistics,Soft Skills / Articulate in communication,,,Master of Arts (M.A.),Linguistics,Indian Language Publications - Hindi Translator - 2395,Indian Language Publications,"Translation of books, videos, articles 
",Media and Communication / Content Writer,1,,
420077,Microsoft Office,,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,Chilimili,Owner,Diploma,Mechanical,Indian Language Publications - Marathi Translator - 2424,Indian Language Publications,"Translation of Sadhguru videos, articles, and books.",Media and Communication / Copywriter,0,,
420021,Just know me Excel,,Construction & Fabrication / Civil Engineer,Kcvr infra projects pvt ltd,Highway engineer,Diploma,Civil engineering,Construction - LSP - Project Manager - 2512,Construction - LSP,Civil or construction,Construction & Fabrication / Civil Engineer,1,,
419921,BCA(Bachelor of computer Applications),,Soft Skills / Articulate in communication,Canara Bank,Swo(single window operator),Bachelor - Other,Computers(BCA),Temple - Linga Bhairavi - On ground Support - 2638,Temple - Linga Bhairavi,supporting in linga bhairavi temple stall-2,Soft Skills / Fit for Physical Seva,1,,
419764,"MS CIT, Excell, outlook & ERP system",,Engineering / Mechanial Engineer,,,,,Land Maintenance - Farming support - 2659,Land Maintenance,Tree Care - Watering/Weeding/Mulching,Environment / Agriculture/ Farmer,0,,
310767,"Ms.office , power point presentation, ms.word ,",,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,,,Bachelor - Other,Physiotherapy,Ashram Clinic - Physiotherapist - 2432,Ashram Clinic,To assess and treat the patients who need physio support,Medical / Physiotherapist,1,,
419634,"MS office, Salesforce CRM",Operations manager; Salesforce CRM,Basic Computer Skills / Basic Computer (MS Office and Email) Skills,MySmartPrice Pvt Ltd,Operations Manager,Bachelor of Technology (B.Tech),Electronics and communication,Sadhanapada - Audio calls - Interviews - 2736,Sadhanapada,Indian Applications - To collect or verify detailed information on an audio call. They should be open to talking at length and not be of a shy demeanor.,Soft Skills / Articulate in communication,0,1,Have Management skills.
384781,"Microsoft office, CAD, Photoshop, sketchup software, data entry",,Construction & Fabrication / Interior Design,Klas Homes builders,Interior designer,Bachelor - Other,Interior designing,Construction - LSP - Architect - 2454,Construction - LSP,"Architectural Drawings for Multi-Storied building and Independent houses. 
Would be good to have some exposure to MEP design
Should know to use Sketchup or AutoCad
May work on Interior designs",Construction & Fabrication / Architect,1,,
419586,"Microsoft Word, Excel, US Tax Software",,Soft Skills / Articulate in communication,Grant Thornton Bharat,US Tax Consultant,Bachelor of Commerce (B.Com),Commerce,Farmer Producer Organisation (FPO) - Chartered Accountant - 2499,Farmer Producer Organisation (FPO),"To support for Tally ledger scrutiny,  Monthly GST filing, implementation of tally entries for Manufacturing Journals, Cost centre and other event based requirement through training to accountants of 7-8 FPO each
Accounts Finalization 
",Accounting / Chartered Accountant,1,,
348865,Don't know much,,Basic Computer Skills / Data Entry skills,Alert guarding force,Supervisor,HSC/12,,Akshaya - Akshaya Volunteers - 2735,Akshaya,To support in multiple areas in Akshaya.,Soft Skills / Fit for Physical Seva,1,,
419525,I have done BCA and advance course.,,Corporate / Executive - Others,Textile,Manager,Bachelor of Computer Application (B.C.A.),Coding,Cottage Accomodation - Supervising Activities - 2267,Cottage Accomodation,"Overseeing various tasks done by sevadhars and managing people, assigning responsibilities, providing support",General / Hospitality/ Hotel Manager,0,,
348808,"Excel, Powerpoint, basic coding",,Soft Skills / Articulate in communication,GEP Worldwide,Senior Analyst,Bachelor of Technology (B.Tech),Metallurgy,ILPL - Marketing - E-Commerse - Category Manager - 2727,ILPL - Marketing,"Need separate Category Manager for Natural Foods, Personal Care, Clothing & accessories, and Health & Immunity Categories",Soft Skills / Enthusiastic,1,,
417557,No,,Others / Army,,,Bachelor of Arts (B.A.),Political science,Security - Access Control - 2794,Security,ashram security management  ,Office Assistant / Admin Assistant,1,,
419243,Video editing,,Arts and Crafts / Video Editor,Freelancer,Freelancer,Bachelor of Science (B.Sc),Statistics,Inner Engineering Online - Video Editor - 2665,Isha Programs and Communications / Inner Engineering Online,"Edit and process video content to enhance quality, storytelling, and visual appeal. Prior experience in video editing softwares and knowledge in editing techniques.",Arts and Crafts / Video Editor,1,,
371718,Average,Nil,Soft Skills / Articulate in communication,,,Bachelor of Business Management (B.B.M),Financial Management,Sadhanapada - Ashram Support - 2787,Sadhanapada,Ashram Support volunteers,Soft Skills / Fit for Physical Seva,0,,
419143,"Proficient in Microsoft office skills Excel, word, Power-point. 
Used Accounting software like (Tally, Oracle EBS and Cloud) 
Used other common applications like (MS teams, Zoom, Google sheets/word,) 
Able to learn new software and program easily.",,Accounting / Chartered Accountant,Infosys Ltd.,Associate Consultant,Other,Chartered Accountant,Sadhanapada - Growth Strategist - 2872,Sadhanapada,Sadhanapada Indian Applications - Process Improvement,Corporate / Operations Manager,1,,"I think this allocation is right. But as he is a Chatered Accountant and very good work experience, he can also be in a role where the job description specifically asked for a Chatered Accountant."
